date,txVolume(USD),txCount,paymentCount,activeAddresses,medianTxValue(USD),fees,medianFee,marketcap(USD),price(USD),exchangeVolume(USD)
2014-10-07,236057.345533,143005,1140,1223,0.28386,2211.602351,0.012,137158513.959,0.004731,136439.0
2014-10-08,494154.717825,219660,1739,1608,0.119225,2579.845553,0.012,138238480.97,0.004769,398026.0
2014-10-09,526875.759358,142904,1251,1497,0.4787,1720.801318,0.0101,138765797.136,0.004787,214591.0
2014-10-10,1574661.92382,168606,1005,1514,0.371448,1659.902766,0.01,139857072.271,0.004824,140436.0
2014-10-11,1521184.32356,166073,880,1175,0.09750873,769.693129,0.0002,141266112.88,0.004873,263175.0
2014-10-12,362239.281311,137835,860,1161,0.180411076788,1904.803322,0.011,137804692.189,0.004754,272667.0
2014-10-13,257735.452742,192470,1883,1196,1.86146616119,2581.27218,0.011,140690428.851,0.004853,463679.0
2014-10-14,334064.871312,154588,1093,1547,0.158202,2406.568952,0.011,138961068.458,0.004794,231490.0
2014-10-15,1548452.98127,144364,1176,1455,0.09744,1700.937737,0.011,141237977.974,0.004872,235627.0
2014-10-16,180632.324149,116753,1389,1656,0.120625,1363.281199,0.011,139863346.339,0.004825,119623.0
2014-10-17,539648.349633,120059,1585,1401,0.13954917787,1406.185729,0.011,140744542.254,0.004855,245692.0
2014-10-18,96455.2870028,74189,703,1135,0.09808,871.612186,0.011,142165011.24,0.004904,69145.0
2014-10-19,27316.6057808,65376,514,954,0.09928,788.839614,0.011,143906719.085,0.004964,55748.0
2014-10-20,186597.506417,96735,1114,1583,0.14835,1161.197229,0.011,143365980.996,0.004945,295888.0
2014-10-21,105430.59604,138988,1605,1539,0.196783456,1631.215167,0.011,147023294.641,0.005072,146796.0
2014-10-22,81177.3800126,177652,949,1523,0.1557,2018.529777,0.011,150463501.122,0.00519,107561.0
2014-10-23,126693.361441,208191,929,1463,0.1037,2508.134358,0.012,150303426.36,0.005185,378216.0
2014-10-24,868689.686849,170131,4251,1584,7.2002,1991.599016,0.011,149084390.401,0.005143,282070.0
2014-10-25,359486.602056,200764,12946,1346,15.7573,2326.459188,0.011,147360175.865,0.005083,272566.0
2014-10-26,924489.962284,218055,13222,1216,16.992,2612.351265,0.011,136825660.844,0.00472,440679.0
2014-10-27,421062.073411,201154,19676,1789,5.4552,2792.472187,0.011,131795919.001,0.004546,299518.0
2014-10-28,802479.38442,167788,18632,1802,6.846,2053.748291,0.011,141747203.115,0.00489,272894.0
2014-10-29,519392.344492,240078,14537,1746,5.324,2856.453935,0.011,140308275.034,0.00484,346606.0
2014-10-30,277342.455572,148361,1386,1619,0.09548,2300.587975,0.011,138393841.365,0.004774,220063.0
2014-10-31,461231.433495,156547,1425,1550,0.102324006,3039.804244,0.011,141661452.116,0.004887,151046.0
2014-11-01,246918.005948,145837,800,1086,0.15081421187,4719.524632,0.011,141028485.385,0.004865,190204.0
2014-11-02,92908.0882903,101324,663,1058,0.4674,2717.892432,0.011,135507966.628,0.004674,119913.0
2014-11-03,240308.119939,131885,1394,1294,0.153714,3452.039367,0.012,135037551.447,0.004658,212517.0
2014-11-04,1514971.43905,142417,1654,1565,0.09802295307,2638.703289,0.011,139404381.907,0.004809,276134.0
2014-11-05,683442.449062,174272,1723,1698,0.9612,2033.561389,0.011,139323779.722,0.004806,309820.0
2014-11-06,649820.507724,240601,8007,1649,12.1525,2730.797094,0.011,140929758.165,0.004861,416386.0
2014-11-07,1688256.95925,184333,2486,1794,1.4634,1221.186279,0.01,141412761.906,0.004878,434075.0
2014-11-08,150581.177506,111306,6198,1335,0.9754,656.028786,1.5e-05,141380295.204,0.004877,143181.0
2014-11-09,118834.707564,146197,17156,1170,2.9424,837.94529,1.5e-05,142166468.206,0.004904,240824.0
2014-11-10,357855.22952,244878,15871,1747,1.968,1346.405938,1.5e-05,142640798.613,0.00492,545390.0
2014-11-11,666745.62688,252983,10294,1780,1.4688,1711.260538,1.9e-05,141919790.344,0.004896,781614.0
2014-11-12,563400.286024,183363,2254,1774,0.0024485,1188.696325,0.01,141971509.526,0.004897,447173.0
2014-11-13,556545.778139,275012,2319,1943,0.015384,1890.469215,0.01,148659247.291,0.005128,486595.0
2014-11-14,632777.891204,203315,2926,1833,0.002511,1752.968296,0.01,145574500.738,0.005022,300910.0
2014-11-15,162081.178468,138989,8601,1475,1.2413994163,1623.142207,0.011,150932087.166,0.005206,116803.0
2014-11-16,294593.868638,151768,13776,1286,1.0078,1753.282623,0.011,146080507.878,0.005039,78345.0
2014-11-17,692943.400794,202384,14866,2053,1.0362,2368.307419,0.011,150184877.848,0.005181,431359.0
2014-11-18,563933.563192,234275,17785,1899,1.0674,2784.730143,0.011,154701683.453,0.005337,454544.0
2014-11-19,567734.541174,284207,16809,1900,2.1696,3317.599092,0.011,157225006.163,0.005424,434916.0
2014-11-20,751901.15029,357820,15446,2233,1.7079,4278.255607,0.011,165034451.24,0.005693,932564.0
2014-11-21,824629.456814,355259,16351,2412,1.2144,4171.306973,0.011,176030486.945,0.006072,720035.0
2014-11-22,822156.607189,402883,18192,1866,2.6364,4766.617318,0.012,191072151.623,0.006591,1123560.0
2014-11-23,1014291.02534,495608,18453,1890,3.8345,6036.639694,0.012,236840445.415,0.007669,1288050.0
2014-11-24,629766.792236,608591,18034,2114,3.438,7380.519395,0.012,265421572.61,0.008595,836154.0
2014-11-25,1729226.40002,550121,19223,2684,6.8488,6589.589869,0.012,264385098.321,0.008561,2617990.0
2014-11-26,4906046.2241,518842,21337,3244,12.6646,6241.543938,0.012,300835277.753,0.009742,2382860.0
2014-11-27,10000329.8415,721213,26159,3505,26.4096,8909.158995,0.012,339813705.962,0.011004,5355350.0
2014-11-28,7169898.36279,707577,23257,3608,19.8814,8543.868582,0.012,438540416.133,0.014201,2815520.0
2014-11-29,5563479.06146,673366,20388,2793,19.708,8032.20026,0.012,468158076.458,0.01516,1878500.0
2014-11-30,7507367.44653,592570,22598,2690,16.7724,7153.474928,0.012,431644175.76,0.013977,2857340.0
2014-12-01,4013502.36434,725927,24275,3343,13.4448,8767.745709,0.012,345980987.52,0.011204,3453750.0
2014-12-02,3550534.29014,550175,22244,3092,15.1032,6666.238291,0.012,388669849.054,0.012586,2206040.0
2014-12-03,2547241.58512,404268,18109,2730,13.164,4830.122698,0.012,406528421.249,0.013164,1063000.0
2014-12-04,2274662.89581,524632,19382,2894,14.4507,6398.065579,0.012,405691473.064,0.013137,2363160.0
2014-12-05,1551362.96933,457702,20392,2753,14.6696,5538.115041,0.012,411830835.733,0.013336,1281290.0
2014-12-06,1021563.70216,430673,20434,2050,13.771,5205.472092,0.012,425270166.983,0.013771,1402450.0
2014-12-07,852288.268392,318121,18948,2000,12.9654,4049.320363,0.012,444882893.155,0.014406,935386.0
2014-12-08,2219073.97476,520584,22479,3040,16.2723,6187.495857,0.012,456814349.758,0.014793,2568380.0
2014-12-09,2200935.01771,362096,18322,2833,14.7598,4342.489391,0.012,414371594.882,0.013418,1621600.0
2014-12-10,1639716.2148,210001,17986,2914,13.5639,2577.179746,0.012,465427612.19,0.015071,1116220.0
2014-12-11,2635842.58637,337333,18890,3019,9.531,4019.084823,0.011,490553406.519,0.015885,1620910.0
2014-12-12,2751426.65432,356781,19977,3145,9.8244,4433.524093,0.012,505654484.0,0.016374,1620910.0
2014-12-13,2028401.89892,332449,17552,2361,9.8244,4052.286387,0.011,505660323.301,0.016374,1210950.0
2014-12-14,1317827.148,176485,16945,2299,8.4955,2180.912071,0.012,524699068.024,0.016991,431814.0
2014-12-15,2769412.15367,369561,21528,3535,11.9805,4645.056073,0.012,528519997.684,0.017115,2633740.0
2014-12-16,5514991.43055,541480,24140,4178,21.8952,7115.373628,0.012,563450838.591,0.018246,6249780.0
2014-12-17,27642607.5392,486742,22415,4482,19.3977,6224.1885,0.012,665578301.323,0.021553,5981140.0
2014-12-18,20721450.419,402158,23853,4512,15.6156,5079.054402,0.012,803715410.637,0.026026,4016710.0
2014-12-19,8878693.06261,574386,29378,4431,19.5825,7603.815596,0.012,863909761.12,0.027975,6254590.0
2014-12-20,4471679.02336,454263,24914,3171,11.676,5914.087984,0.012,721144508.725,0.023352,3224770.0
2014-12-21,16463904.2778,321568,15938,2685,9.69,3920.124652,0.011,750428815.243,0.024225,1523180.0
2014-12-22,8173503.14718,314325,29875,4884,9.948,3888.837837,0.012,770424729.969,0.02487,2150370.0
2014-12-23,5736115.68184,396270,25894,3323,10.2224,4830.489086,0.012,791665743.086,0.025556,2778770.0
2014-12-24,7366474.96758,259086,22873,3025,9.5352,3157.175622,0.012,738467989.956,0.023838,1428390.0
2014-12-25,3646361.13007,239085,21117,2391,9.3552,2971.800203,0.012,724524227.828,0.023388,1234800.0
2014-12-26,5986391.6498,245558,33661,3025,9.6584,3214.946599,0.012,747996603.625,0.024146,2011780.0
2014-12-27,2839738.49742,186942,28159,2170,10.1196,2362.330248,0.012,783707813.87,0.025299,837992.0
2014-12-28,3393274.92885,217446,26196,1936,12.039,2717.574345,0.012,745883816.743,0.024078,1005650.0
2014-12-29,5754025.10568,218440,27781,2603,11.889,2711.440447,0.012,736605792.186,0.023778,1145800.0
2014-12-30,4873019.69982,201841,22294,2496,12.1145,2434.727782,0.011,750580190.03,0.024229,795505.0
2014-12-31,3841128.06555,174264,21803,2757,9.6776,2117.107757,0.011,749483551.649,0.024194,640940.0
2015-01-01,2758397.4089,125091,19572,1417,9.782,1530.545437,0.012,757571935.144,0.024455,399022.0
2015-01-02,3156525.61909,136506,19886,1762,9.7508,1659.696254,0.012,755168066.017,0.024377,459956.0
2015-01-03,3764652.32273,403180,24478,2219,9.7188,4845.66518,0.011,752670888.772,0.024297,2171040.0
2015-01-04,6076539.64102,523892,19565,2540,11.05,6382.87145,0.011,684611845.467,0.0221,3801010.0
2015-01-05,7162235.48116,445504,30089,3359,7.5772,5512.139701,0.012,586817678.734,0.018943,3051930.0
2015-01-06,5071952.25887,367061,34765,2968,6.0975,4604.727598,0.012,629632415.576,0.020325,1752160.0
2015-01-07,3623201.3467,204070,25639,2703,8.2908,2477.87363,0.011,642091806.554,0.020727,787462.0
2015-01-08,3565169.08632,241154,20572,2657,8.3372,2837.840873,0.011,645676021.56,0.020843,823446.0
2015-01-09,3681652.80258,259462,23620,2647,8.26,3140.926038,0.011,639697252.564,0.02065,1092300.0
2015-01-10,2301858.05128,324866,29886,2334,8.2492,4039.797909,0.011,638870810.197,0.020623,1550330.0
2015-01-11,1535886.35501,217086,34877,2043,7.6976,3109.241106,0.011,596145256.098,0.019244,558120.0
2015-01-12,2683221.01393,193093,21780,2349,7.5128,2294.655138,0.011,581842833.084,0.018782,560642.0
2015-01-13,6114939.74276,510910,25246,3511,7.3712,6185.81532,0.011,570863970.104,0.018428,3113440.0
2015-01-14,21623889.657,422148,17094,3106,4.6833,5124.31902,0.011,483581742.992,0.015611,1886420.0
2015-01-15,14139840.3135,524767,23014,3502,5.6816,6364.744946,0.011,440017931.614,0.014204,2285810.0
2015-01-16,5553181.51693,505445,24304,2709,6.5796,6090.196557,0.011,509558359.461,0.016449,1651550.0
2015-01-17,2095823.52625,365151,28751,1901,8.1965,4356.071813,0.011,507836810.063,0.016393,737736.0
2015-01-18,1557813.56994,373199,26867,2068,7.693,4516.125807,0.011,476634766.662,0.015386,1170730.0
2015-01-19,1546483.9789,308658,30359,2607,7.8285,3737.967627,0.011,485014623.995,0.015657,1093540.0
2015-01-20,1873983.84841,323417,26753,2433,6.3788,3820.566051,0.011,494007365.588,0.015947,1029700.0
2015-01-21,1674318.05945,278534,30574,2580,6.4432,3365.354917,0.011,498994835.026,0.016108,1141990.0
2015-01-22,2411786.7336,285988,22810,2747,6.68,3430.30767,0.011,517330814.15,0.0167,1105630.0
2015-01-23,1050584.34905,315501,32428,2415,6.8052,3811.149276,0.011,527020545.035,0.017013,1080800.0
2015-01-24,2162580.89342,256720,28559,1696,13.376,3091.438496,0.011,517947227.72,0.01672,945649.0
2015-01-25,1022317.69654,312170,30636,1900,10.0218,3721.283594,0.011,517436153.473,0.016703,892182.0
2015-01-26,5203398.32882,547925,30580,2810,9.9516,6623.426913,0.011,513795940.341,0.016586,3079280.0
2015-01-27,1898322.898,402287,27437,2478,6.4028,4820.92473,0.011,495850398.169,0.016007,1316000.0
2015-01-28,2001783.72876,417299,35688,2569,11.0852,4939.251561,0.011,490575352.513,0.015836,1380280.0
2015-01-29,1589848.0689,379930,30001,2575,5.9864,4707.744464,0.011,463611568.01,0.014966,1097200.0
2015-01-30,3067333.88764,366665,31563,2381,8.8146,4619.554716,0.011,455098902.648,0.014691,807399.0
2015-01-31,1493168.39284,287522,30391,1662,8.6646,3469.95509,0.011,447354383.752,0.014441,557619.0
2015-02-01,1552920.90844,304430,26855,1784,8.5716,3669.857105,0.011,442540262.225,0.014286,852106.0
2015-02-02,1738141.40685,378971,28200,2721,7.0685,4573.549316,0.011,437940252.954,0.014137,1482760.0
2015-02-03,889759.658782,308510,28210,2621,6.829,3749.367031,0.011,423105047.697,0.013658,1264170.0
2015-02-04,1215890.30936,289210,26085,2427,5.2108,3502.179107,0.011,403557365.379,0.013027,625444.0
2015-02-05,1434293.12123,364466,29627,2427,6.7515,4372.562737,0.011,418305623.938,0.013503,1221720.0
2015-02-06,1542078.27489,508358,28613,2760,7.2365,6454.043916,0.011,461821590.447,0.014473,1790130.0
2015-02-07,684282.524537,292470,29434,1587,7.593,3495.014405,0.011,484566588.21,0.015186,518284.0
2015-02-08,1192012.35728,306818,24688,1511,13.1184,3608.720479,0.011,465115167.624,0.014576,446888.0
2015-02-09,532195.401038,228437,4766,2323,5.772,2593.59422,0.011,460453560.141,0.01443,625357.0
2015-02-10,763738.404651,287107,18728,2456,9.8021,3315.083024,0.011,446808900.749,0.014003,850302.0
2015-02-11,1064525.26896,253141,31629,1774,9.5501,2987.769146,0.011,435341009.416,0.013643,457627.0
2015-02-12,884533.819366,292051,30391,2291,9.646,3478.772579,0.011,439715500.805,0.01378,542301.0
2015-02-13,2680810.80499,330281,29503,2385,7.0155,3899.541724,0.011,447693518.897,0.014031,1005470.0
2015-02-14,1135913.15797,324280,28165,1601,7.282,3775.891561,0.011,464706823.676,0.014564,816442.0
2015-02-15,1429015.5985,542246,27976,1951,5.9764,6321.401082,0.011,476759576.899,0.014941,1134340.0
2015-02-16,867402.327455,284044,26476,2360,5.498,3554.234908,0.011,438579851.403,0.013745,391037.0
2015-02-17,691530.088172,292427,34253,2200,9.6257,3804.547281,0.011,438765111.579,0.013751,428236.0
2015-02-18,1734046.85586,245043,25289,3047,8.4168,3155.069081,0.011,447603424.214,0.014028,384700.0
2015-02-19,1527508.25207,200626,17022,1674,5.5224,2529.930097,0.011,440526261.344,0.013806,308654.0
2015-02-20,2175447.90522,412780,22863,1874,6.8705,5144.518873,0.011,438448902.328,0.013741,1036780.0
2015-02-21,953811.504272,224011,27927,1475,8.0772,2887.577524,0.011,429546455.545,0.013462,314420.0
2015-02-22,1403919.21793,270587,23355,1519,5.3156,3499.64846,0.011,424019824.142,0.013289,587911.0
2015-02-23,1496679.91497,260352,25029,2156,6.82448,3225.695145,0.011,418777252.413,0.013124,439387.0
2015-02-24,1041571.68385,240403,31109,1987,5.3404,3080.094621,0.011,426023792.305,0.013351,627475.0
2015-02-25,729335.993222,237237,34233,2005,9.3821,2974.894016,0.011,427676700.056,0.013403,502828.0
2015-02-26,2033519.37043,268359,23724,2290,5.362,3285.463118,0.011,427730918.038,0.013405,836544.0
2015-02-27,1275344.92432,327574,30180,2163,6.647,4260.387807,0.011,424185934.124,0.013294,910485.0
2015-02-28,827057.693019,218604,27797,1378,5.3428,2821.963303,0.011,426199244.899,0.013357,520080.0
2015-03-01,1025331.26198,444213,24476,1880,4.02752,7097.611499,0.011,414542353.052,0.012992,1496970.0
2015-03-02,1709231.05837,412095,26207,2698,4.64854,5556.911064,0.011,390340513.346,0.012233,1284250.0
2015-03-03,1622226.31739,642129,16934,2652,3.90112,13450.820776,0.011,388989807.69,0.012191,3050010.0
2015-03-04,691434.696932,575781,11222,2516,3.0666,17889.314731,0.011,326169214.811,0.010222,2851890.0
2015-03-05,1949012.90823,579376,13207,2519,4.0224,14252.224443,0.011,320858496.746,0.010056,3088530.0
2015-03-06,1992909.35426,423854,26223,2375,9.2416,7250.508479,0.011,368597401.158,0.011552,978284.0
2015-03-07,2124830.39248,366586,23112,1616,10.858,6574.297392,0.011,346463053.164,0.010858,1230270.0
2015-03-08,1020848.16102,337298,21734,1845,9.4752,7059.524496,0.011,335931544.939,0.010528,735996.0
2015-03-09,2032603.70542,528747,25589,2381,7.9704,9006.863801,0.011,317907886.077,0.009963,2361390.0
2015-03-10,1311450.35534,527744,23365,2325,10.64,7270.955238,0.011,339520453.659,0.01064,1642070.0
2015-03-11,1026734.48527,379650,29127,2321,9.0783,4801.386624,0.011,321874146.486,0.010087,755784.0
2015-03-12,1461675.07611,332909,32219,2337,8.1816,4225.528872,0.011,326328757.189,0.010227,687546.0
2015-03-13,1740574.63208,302693,31508,2139,7.2464,3851.289696,0.011,330323610.768,0.010352,701607.0
2015-03-14,2949070.70405,320829,34262,1913,6.2922,4206.3888,0.011,334627998.535,0.010487,798070.0
2015-03-15,1396935.89896,288870,32607,1971,7.7665,3709.586627,0.011,354031925.347,0.011095,407154.0
2015-03-16,3475189.16405,387214,32861,2321,5.4125,4985.814622,0.011,345413220.517,0.010825,859896.0
2015-03-17,3242631.49272,318327,34771,2155,4.3864,4134.803688,0.011,349909176.408,0.010966,805396.0
2015-03-18,4072013.78233,530769,35448,2352,4.3716,7005.290241,0.011,348738453.719,0.010929,1632590.0
2015-03-19,3309460.75346,476091,26776,2654,5.12792328401,6158.595573,0.011,338020187.95,0.010593,2771610.0
2015-03-20,2880167.14417,270744,27665,1957,6.288,3589.391273,0.011,334404822.141,0.01048,447184.0
2015-03-21,1633978.61481,239246,28774,1438,10.445,3196.565387,0.011,333275001.817,0.010445,394129.0
2015-03-22,1146558.4891,206471,26239,1462,9.1629,2765.541585,0.011,324860963.726,0.010181,306080.0
2015-03-23,887193.346836,337433,25353,2116,5.099,4305.880956,0.011,325387626.559,0.010198,670229.0
2015-03-24,695033.166036,325411,20303,2061,7.2191,4080.736585,0.011,329058052.626,0.010313,608763.0
2015-03-25,5194193.35486,354952,36688,2343,5.41902,4543.556866,0.011,311557831.706,0.009764,1160540.0
2015-03-26,2167552.54388,270113,36052,2143,4.5575,3520.357498,0.011,290860054.58,0.009115,609264.0
2015-03-27,1780253.02486,227702,32865,1958,5.2584,2820.715838,0.011,279638057.624,0.008764,439537.0
2015-03-28,757188.763138,239842,31520,1313,7.9992,2732.791698,0.010001,283610896.421,0.008888,186292.0
2015-03-29,1762064.23624,191284,25573,1490,5.3106,2307.469948,0.011,282434887.147,0.008851,417819.0
2015-03-30,2478982.45916,342032,29929,2077,3.3996,4016.930651,0.011,271195271.684,0.008499,977525.0
2015-03-31,1758381.58105,392373,31394,2184,5.0712,4631.022046,0.011,269675462.765,0.008452,1359970.0
2015-04-01,1385650.94877,341960,19472,2064,2.3316,3936.247346,0.011,247991645.725,0.007772,708058.0
2015-04-02,1340610.63686,269882,12977,2011,3.0664,3013.377068,0.0101,244597652.139,0.007666,373395.0
2015-04-03,1004055.18144,401356,18658,2024,3.9525,4587.282045,0.011,252244331.885,0.007905,1010690.0
2015-04-04,870710.131512,257927,25505,1308,4.3585,3017.207853,0.011,278139924.759,0.008717,302715.0
2015-04-05,698234.137106,240332,26280,1165,4.4235,2836.456255,0.011,282286879.985,0.008847,225068.0
2015-04-06,965183.383657,284513,26769,1856,4.3745,3354.30482,0.011,279164104.717,0.008749,537916.0
2015-04-07,1654947.21478,372288,29515,2022,4.3875,4481.327306,0.011,279990440.227,0.008775,1145350.0
2015-04-08,660867.981842,418128,31370,2199,5.4402,4968.905441,0.011,289315781.105,0.009067,940998.0
2015-04-09,816520.994796,310045,27990,1911,4.596,3712.330401,0.011,293307414.932,0.009192,701874.0
2015-04-10,559103.085069,328389,29575,1743,4.388,3914.170356,0.011,280034383.054,0.008776,494280.0
2015-04-11,333056.001882,193966,25041,1122,4.2575,2341.633123,0.011,271696733.875,0.008515,255991.0
2015-04-12,604502.687201,187312,26807,1470,8.299,2256.03297,0.011,264801688.075,0.008299,199412.0
2015-04-13,652034.034873,228026,26489,1721,3.4448,2720.567394,0.011,274810866.476,0.008612,372548.0
2015-04-14,570436.706777,307925,28425,1955,3.2772,3671.07414,0.011,261423559.459,0.008193,636679.0
2015-04-15,922845.897815,259142,28681,2550,4.896,3071.526195,0.011,260367884.926,0.00816,409098.0
2015-04-16,988794.400617,206786,23498,2003,3.9775,2465.860264,0.011,253825555.866,0.007955,246608.0
2015-04-17,1386753.28762,163570,28025,1701,3.2056,2035.576484,0.012,255729152.688,0.008014,312038.0
2015-04-18,341468.144879,138951,27308,1240,4.021,1761.434498,0.012,256606622.912,0.008042,184595.0
2015-04-19,731265.512258,144760,31014,1369,4.7394,1873.299133,0.012,252057213.831,0.007899,197022.0
2015-04-20,1106461.05981,170703,28119,1834,3.1364,2190.428308,0.012,250182966.912,0.007841,710840.0
2015-04-21,1083508.88916,200077,29258,1821,2.69722,2509.149415,0.011,253116878.965,0.007933,678946.0
2015-04-22,1942092.75533,196385,13525,1730,3.9875,2437.52902,0.011,254472284.48,0.007975,704364.0
2015-04-23,5545105.99421,189212,19197,1645,2.4081,2310.579325,0.011,256119402.907,0.008027,397132.0
2015-04-24,1445486.9905,212078,20067,1630,1.6036,2551.244834,0.011,255840549.769,0.008018,446330.0
2015-04-25,514586.977148,127253,12157,1167,3.232,1560.346709,0.011,257811145.483,0.00808,211934.0
2015-04-26,985914.004115,209570,19006,1379,2.487,2560.691969,0.011,264527702.85,0.00829,493776.0
2015-04-27,1293183.6112,249057,16629,1787,3.871,3085.877396,0.011,247048095.399,0.007742,779357.0
2015-04-28,884526.490533,260453,37365,1867,0.0001941,3160.811863,0.011,247733773.054,0.007764,569295.0
2015-04-29,1320028.47885,245483,25145,1692,0.7633,2969.189698,0.011,243559212.815,0.007633,549981.0
2015-04-30,1322790.65546,235281,15933,1838,3.9285,2872.683791,0.011,250709237.094,0.007857,595106.0
2015-05-01,1173399.96816,181243,16958,1460,3.214,2220.718849,0.011,256400560.851,0.008035,663959.0
2015-05-02,179852.144129,91985,12789,1077,2.406,1139.258798,0.010002,255910404.524,0.00802,107649.0
2015-05-03,1533492.27941,142704,15386,1174,4.018,1767.868522,0.011,256431445.65,0.008036,438453.0
2015-05-04,1088974.4399,148785,14607,1385,3.2228,1844.298483,0.011,257086238.288,0.008057,262147.0
2015-05-05,2618725.43881,198809,17123,1574,4.0085,2421.533462,0.011,255795334.837,0.008017,553536.0
2015-05-06,2188250.43692,178814,15064,1783,3.96,2179.620755,0.011,252728069.144,0.00792,475466.0
2015-05-07,2128986.5747,420372,28225,2038,3.8935,5450.526252,0.012,248461000.476,0.007787,2231440.0
2015-05-08,726435.56781,143673,3498,1591,1.35558,1644.55419,0.010001,240313888.291,0.007531,369669.0
2015-05-09,1182627.0093,105575,6149,1005,6.7428,1244.274986,0.0105,239053186.954,0.007492,179858.0
2015-05-10,1187983.68047,215771,15408,1296,3.0288,2676.161254,0.011,241626608.593,0.007572,575429.0
2015-05-11,861053.506756,260469,15611,1679,3.6895,3081.812666,0.011,235461519.897,0.007379,456632.0
2015-05-12,7818149.03216,310337,19503,1701,3.6825,3846.778996,0.011,235014627.95,0.007365,973166.0
2015-05-13,2759792.69692,313384,21241,1776,4.3254,3738.489557,0.011,230026400.517,0.007209,897919.0
2015-05-14,2636905.41007,275888,17364,1794,4.1118,3292.163918,0.011,218681559.314,0.006853,622577.0
2015-05-15,911172.719018,163755,13359,2038,3.3015,1854.195701,0.011,210698814.957,0.006603,243151.0
2015-05-16,110320.836332,146402,12049,1059,1.9965,1671.819006,0.011,212343352.832,0.006655,63602.0
2015-05-17,931108.686744,245251,14930,1359,3.293,2834.807216,0.011,210154037.195,0.006586,350731.0
2015-05-18,4560524.85463,386168,23179,1969,5.0616,4837.051821,0.011,201887162.082,0.006327,1185930.0
2015-05-19,3665927.24444,278676,20392,2064,2.873,3336.968472,0.011,183358033.085,0.005746,952584.0
2015-05-20,1411155.95354,209760,11115,1625,2.22258,2404.209008,0.011,208576772.199,0.006537,465374.0
2015-05-21,265525.369166,133730,7364,1354,4.6452,1494.348321,0.011,211731940.358,0.006636,182022.0
2015-05-22,378589.189069,137318,7761,1388,2.6292,1547.923285,0.011,209748788.604,0.006573,314421.0
2015-05-23,120714.802333,190288,7406,1010,5.3112,2128.497262,0.011,211839315.977,0.006639,298160.0
2015-05-24,113206.460872,150987,6879,1009,7.4778,1768.127253,0.011,216919749.17,0.006798,149015.0
2015-05-25,414856.805676,159581,7798,1366,4.7901,1906.811482,0.011,218346750.329,0.006843,315919.0
2015-05-26,312837.696686,165768,8639,1418,5.5424,2008.33697,0.011,221048779.591,0.006928,503514.0
2015-05-27,334132.688459,150960,8539,1634,2.7168,1862.016052,0.011,216715071.766,0.006792,536465.0
2015-05-28,688526.939948,183122,10240,1913,4.02578,2264.693392,0.011,221480921.135,0.006941,1242990.0
2015-05-29,1254383.21188,284399,12338,2136,3.1348,3515.365713,0.011,250079468.758,0.007837,1949750.0
2015-05-30,425569.328183,165019,8752,2253,2.718,2041.881929,0.011,289095602.49,0.00906,487228.0
2015-05-31,185531.432457,119738,7128,1212,5.8821,1492.046712,0.011,268130793.83,0.008403,248303.0
2015-06-01,1090700.04952,221417,10082,1847,3.3104,2655.395261,0.011,264058447.882,0.008276,777565.0
2015-06-02,687005.065087,183265,10359,2385,5.3074,2222.06537,0.011,241918209.946,0.007582,506304.0
2015-06-03,386030.084983,177356,9200,2023,2.4021,2112.051118,0.011,255491453.441,0.008007,388480.0
2015-06-04,457671.131371,165529,8242,1657,7.209,1975.321719,0.011,255599176.247,0.00801,241573.0
2015-06-05,464277.076641,224840,8101,1609,3.1536,2659.196233,0.011,251582514.787,0.007884,198828.0
2015-06-06,138837.551088,202787,7027,883,6.3648,2436.937625,0.011,253868610.89,0.007956,108750.0
2015-06-07,402414.978172,111922,6485,984,8.6966,1398.006509,0.011,252269969.539,0.007906,100994.0
2015-06-08,479620.368582,117355,7979,1270,3.1468,1440.277918,0.011,251008885.886,0.007867,227074.0
2015-06-09,171816.403035,118770,8178,1459,5.6063,1459.438615,0.011,255552073.576,0.008009,211828.0
2015-06-10,382854.174844,166780,8346,1433,7.984,2008.711693,0.011,254743543.653,0.007984,260571.0
2015-06-11,221170.114482,213145,7207,1414,3.1996,2574.81947,0.011,255243169.451,0.007999,196404.0
2015-06-12,328291.336194,209611,6589,1337,8.041,2517.111394,0.011,256583350.868,0.008041,138738.0
2015-06-13,135577.486852,119478,5858,787,7.994,1431.434003,0.010001,255072233.939,0.007994,80646.0
2015-06-14,90674.7408623,182415,6677,999,4.0465,2155.494685,0.011,258226715.55,0.008093,315884.0
2015-06-15,497454.350169,265206,7408,2105,3.2584,3161.434961,0.011,259921608.027,0.008146,658174.0
2015-06-16,559531.146248,431432,9095,1551,2.574,5186.461707,0.011,273765495.096,0.00858,1523530.0
2015-06-17,833565.71711,342472,5484,1513,2.8281,4105.200427,0.011,300815280.703,0.009427,1050540.0
2015-06-18,525010.161455,246399,1432,1508,0.038833512,2972.239385,0.011,309164972.212,0.009689,1117100.0
2015-06-19,1055954.83339,243500,1519,1689,0.20558,2845.146491,0.011,327985075.329,0.010279,1650080.0
2015-06-20,428944.905099,163657,943,983,0.0079016,1951.689739,0.011,360193519.278,0.011288,660909.0
2015-06-21,244586.308906,194138,376,816,9.6234544,2350.764524,0.011,351951323.932,0.01103,564947.0
2015-06-22,306659.195735,191205,985,1429,0.8236,2270.862672,0.011,328495430.097,0.010295,623012.0
